fecha,categoria,producto,region,cantidad,monto
2025-03-28,Indumentaria,Campera,GBA Sur,3,24888.2
2025-02-02,Indumentaria,Zapatillas,GBA Sur,8,38478.11
2025-02-09,Hogar,Almohada,GBA Norte,8,65160.05
2025-11-01,Juguetes,Rompecabezas,Cordoba,5,10520.54
2025-01-04,Alimentos,Fideos,Rosario,6,34810.21
2025-08-14,Hogar,Toalla,Mendoza,3,87706.06
2025-06-03,Hogar,Vela,Mendoza,6,18875.78
2025-04-01,Alimentos,Fideos,GBA Sur,8,66403.82
2025-10-22,Indumentaria,Campera,Cordoba,7,25946.71
2025-07-06,Electronica,Parlante,GBA Norte,3,53708.21
2025-12-16,Juguetes,Muñeco,Mendoza,4,42084.38
2025-08-13,Hogar,Sarten,Cordoba,3,60895.01
2025-11-21,Hogar,Lampara,GBA Sur,7,59621.0
2025-07-13,Electronica,Teclado,Rosario,7,43651.89
2025-10-01,Juguetes,Pelota,Rosario,6,4272.1
2025-12-26,Juguetes,Cartas,Mendoza,2,82381.71
2025-05-08,Hogar,Lampara,Mendoza,7,55528.33
2025-06-19,Alimentos,Cafe,CABA,4,9775.98
2025-09-19,Juguetes,Cartas,Rosario,4,62202.13
2025-08-17,Hogar,Toalla,Cordoba,3,69738.46
2025-06-26,Electronica,Teclado,CABA,2,27293.47
2025-03-01,Indumentaria,Campera,GBA Sur,4,31532.93
2025-09-24,Alimentos,Fideos,Cordoba,8,9688.45
2025-06-13,Electronica,Mouse,CABA,2,73106.55
2025-01-12,Hogar,Sarten,Mendoza,4,72204.46
2025-09-22,Indumentaria,Medias,GBA Norte,7,30458.08
2025-08-25,Indumentaria,Zapatillas,Mendoza,7,17416.21
2025-07-22,Electronica,Parlante,GBA Norte,7,41012.18
2025-07-19,Electronica,Cargador,GBA Norte,2,25772.69
2025-10-23,Electronica,Parlante,GBA Norte,4,33555.58
2025-08-23,Electronica,Mouse,Mendoza,6,77774.65
2025-11-02,Alimentos,Galletitas,Cordoba,6,53243.42
2025-06-30,Alimentos,Galletitas,GBA Norte,5,73422.7
2025-11-11,Juguetes,Muñeco,Mendoza,2,12921.35
2025-05-03,Hogar,Sarten,GBA Norte,3,34224.24
2025-09-19,Alimentos,Yerba,Rosario,7,13270.19
2025-08-05,Indumentaria,Zapatillas,Mendoza,3,48826.76
2025-10-12,Indumentaria,Zapatillas,GBA Sur,6,13486.39
2025-08-19,Juguetes,Muñeco,GBA Sur,8,85713.93
2025-03-11,Indumentaria,Zapatillas,Rosario,8,45983.98
2025-07-29,Alimentos,Yerba,Mendoza,8,75750.37
2025-03-27,Electronica,Parlante,CABA,4,71833.4
2025-05-30,Electronica,Mouse,GBA Norte,3,48847.17
2025-08-23,Juguetes,Pelota,Rosario,2,46461.73
2025-05-18,Juguetes,Auto RC,Rosario,1,74212.37
2025-08-14,Juguetes,Rompecabezas,Cordoba,4,10115.06
2025-06-02,Electronica,Teclado,GBA Sur,2,32023.35
2025-08-13,Electronica,Cargador,GBA Norte,6,73152.54
2025-12-30,Juguetes,Pelota,GBA Norte,4,55837.46
2025-04-16,Electronica,Parlante,GBA Sur,3,48372.99
2025-06-15,Hogar,Almohada,Rosario,2,24793.53
2025-03-11,Alimentos,Cafe,GBA Sur,3,78167.24
2025-12-26,Indumentaria,Pantalon,GBA Norte,4,64314.14
2025-12-13,Alimentos,Yerba,GBA Norte,5,52390.87
2025-11-18,Alimentos,Yerba,Cordoba,2,7720.95
2025-07-26,Juguetes,Auto RC,Mendoza,6,84333.91
2025-08-21,Alimentos,Fideos,Rosario,2,1220.1
2025-08-23,Hogar,Sarten,Rosario,7,36396.71
2025-04-19,Alimentos,Fideos,GBA Sur,6,74722.58
2025-10-08,Juguetes,Rompecabezas,Rosario,6,76865.61
2025-12-16,Electronica,Auriculares,CABA,8,56729.98
2025-01-09,Electronica,Cargador,Cordoba,7,41630.11
2025-04-14,Indumentaria,Campera,GBA Norte,5,78823.68
2025-02-17,Hogar,Almohada,CABA,3,34094.1
2025-01-27,Alimentos,Fideos,Mendoza,4,63250.28
2025-08-08,Electronica,Auriculares,CABA,2,19994.48
2025-03-09,Juguetes,Rompecabezas,Rosario,1,61518.46
2025-01-05,Hogar,Sarten,Cordoba,8,62768.76
2025-02-06,Indumentaria,Zapatillas,CABA,2,66037.94
2025-02-22,Hogar,Almohada,GBA Sur,3,13204.51
2025-11-25,Indumentaria,Remera,Rosario,3,51132.92
2025-08-14,Hogar,Lampara,Mendoza,7,67595.93
2025-11-12,Alimentos,Aceite,CABA,3,80796.77
2025-03-05,Juguetes,Pelota,GBA Sur,6,86729.14
2025-03-13,Indumentaria,Campera,Mendoza,5,8498.14
2025-12-20,Electronica,Mouse,GBA Norte,4,47079.67
2025-07-20,Hogar,Sarten,GBA Norte,2,45045.01
2025-05-04,Alimentos,Galletitas,CABA,1,48017.5
2025-07-04,Hogar,Lampara,Cordoba,7,77612.45
2025-07-07,Juguetes,Rompecabezas,Cordoba,2,85946.32
2025-01-09,Juguetes,Muñeco,CABA,1,24334.49
2025-01-31,Alimentos,Galletitas,GBA Sur,7,56942.79
2025-08-05,Alimentos,Cafe,Mendoza,3,48754.27
2025-05-23,Electronica,Mouse,CABA,4,46506.12
2025-03-21,Juguetes,Auto RC,Cordoba,2,53192.91
2025-06-08,Alimentos,Aceite,CABA,7,22758.7
2025-03-01,Alimentos,Galletitas,Rosario,3,5897.55
2025-03-03,Electronica,Cargador,Mendoza,8,2010.2
2025-06-27,Juguetes,Cartas,Mendoza,6,24072.98
2025-03-06,Hogar,Sarten,CABA,7,30815.98
2025-05-20,Juguetes,Muñeco,GBA Sur,2,64396.77
2025-09-12,Alimentos,Galletitas,GBA Sur,3,5934.08
2025-07-08,Indumentaria,Campera,CABA,2,80589.89
2025-04-27,Juguetes,Muñeco,CABA,1,77423.32
2025-05-06,Electronica,Teclado,GBA Sur,3,35085.17
2025-04-02,Electronica,Parlante,Mendoza,7,66919.26
2025-04-25,Hogar,Lampara,Cordoba,6,82511.07
2025-05-19,Electronica,Parlante,GBA Sur,1,11626.68
2025-04-02,Indumentaria,Medias,CABA,2,85913.07
2025-08-27,Hogar,Almohada,GBA Sur,8,8688.31
2025-01-05,Hogar,Lampara,GBA Sur,5,51178.8
2025-11-15,Indumentaria,Zapatillas,GBA Sur,8,53660.49
2025-04-11,Juguetes,Rompecabezas,GBA Norte,7,1567.63
2025-01-13,Indumentaria,Medias,GBA Sur,1,57598.82
2025-06-21,Electronica,Teclado,Mendoza,2,65722.14
2025-04-16,Juguetes,Rompecabezas,Cordoba,1,44790.57
2025-03-14,Hogar,Sarten,CABA,7,82993.42
2025-12-25,Hogar,Toalla,Mendoza,2,8556.32
2025-09-16,Indumentaria,Zapatillas,CABA,1,53678.72
2025-08-11,Indumentaria,Pantalon,GBA Sur,6,24228.19
2025-07-21,Hogar,Almohada,Cordoba,2,25204.07
2025-04-14,Indumentaria,Medias,CABA,3,14831.54
2025-08-19,Alimentos,Fideos,Cordoba,6,11745.57
2025-04-17,Alimentos,Fideos,Cordoba,2,24585.71
2025-02-16,Indumentaria,Campera,Mendoza,1,63022.14
2025-04-21,Hogar,Lampara,CABA,6,64293.01
2025-07-22,Juguetes,Muñeco,Mendoza,3,27596.82
2025-01-16,Alimentos,Yerba,Rosario,4,67578.98
2025-02-18,Alimentos,Cafe,GBA Norte,1,11809.34
2025-04-24,Indumentaria,Pantalon,Cordoba,2,34129.34
2025-10-26,Juguetes,Auto RC,CABA,2,2940.22
2025-04-12,Alimentos,Aceite,CABA,6,81551.94
2025-03-04,Electronica,Teclado,CABA,7,15951.04
2025-07-22,Alimentos,Cafe,Cordoba,3,61805.95
2025-07-01,Indumentaria,Pantalon,GBA Sur,3,25907.06
2025-01-18,Juguetes,Cartas,Rosario,5,22874.85
2025-09-13,Alimentos,Galletitas,Cordoba,5,6427.14
2025-07-16,Indumentaria,Zapatillas,GBA Norte,4,58196.07
2025-11-19,Juguetes,Muñeco,Cordoba,6,70590.5
2025-09-03,Juguetes,Pelota,GBA Sur,6,82228.25
2025-07-18,Hogar,Lampara,CABA,4,29380.1
2025-01-16,Hogar,Sarten,Cordoba,4,48119.47
2025-03-23,Electronica,Cargador,Mendoza,1,22462.6
2025-04-23,Juguetes,Pelota,GBA Sur,3,84233.34
2025-04-01,Indumentaria,Medias,GBA Sur,6,72752.71
2025-10-30,Electronica,Mouse,Rosario,4,51160.98
2025-09-10,Juguetes,Auto RC,GBA Norte,2,44648.84
2025-01-29,Indumentaria,Medias,GBA Norte,8,2773.59
2025-01-01,Hogar,Vela,GBA Norte,6,72773.64
2025-04-01,Hogar,Sarten,CABA,3,14146.37
2025-02-26,Juguetes,Auto RC,CABA,7,34249.58
2025-10-28,Electronica,Mouse,GBA Sur,3,29711.69
2025-08-12,Alimentos,Fideos,GBA Norte,6,63939.28
2025-04-25,Juguetes,Rompecabezas,Cordoba,5,28307.27
2025-03-07,Indumentaria,Remera,Mendoza,7,85434.14
2025-10-18,Electronica,Cargador,Rosario,4,29321.31
2025-11-24,Juguetes,Muñeco,Cordoba,2,13517.26
2025-05-02,Hogar,Almohada,GBA Norte,2,57620.62
2025-12-29,Hogar,Toalla,CABA,4,24603.91
2025-12-21,Electronica,Mouse,GBA Sur,1,71044.78
2025-01-25,Alimentos,Yerba,Mendoza,3,38349.14
2025-07-31,Alimentos,Yerba,GBA Sur,2,49596.13
2025-09-03,Juguetes,Rompecabezas,GBA Norte,1,41164.58
2025-05-31,Electronica,Mouse,GBA Sur,2,85697.93
2025-06-25,Indumentaria,Zapatillas,GBA Norte,2,66146.67
2025-06-23,Juguetes,Cartas,Cordoba,7,63700.91
2025-12-01,Indumentaria,Medias,Cordoba,2,14982.24
2025-06-19,Indumentaria,Pantalon,Cordoba,5,63050.51
2025-12-05,Hogar,Almohada,GBA Norte,7,9536.52
2025-10-20,Juguetes,Pelota,GBA Norte,1,5850.93
2025-08-07,Electronica,Mouse,Mendoza,8,56633.09
2025-04-13,Electronica,Auriculares,GBA Norte,5,16204.07
2025-02-11,Alimentos,Cafe,GBA Sur,8,70854.02
2025-09-08,Hogar,Sarten,Mendoza,3,49427.22
2025-07-09,Alimentos,Fideos,GBA Norte,5,40674.0
2025-08-14,Alimentos,Fideos,GBA Norte,1,75500.01
2025-03-19,Electronica,Auriculares,Mendoza,7,31597.43
2025-10-29,Indumentaria,Medias,CABA,7,75830.95
2025-10-02,Alimentos,Galletitas,GBA Norte,2,43387.34
2025-07-22,Electronica,Parlante,Rosario,3,81140.5
2025-03-03,Alimentos,Aceite,GBA Norte,4,87522.67
2025-03-06,Electronica,Teclado,CABA,7,88956.91
2025-04-14,Indumentaria,Medias,GBA Sur,2,29457.7
2025-02-14,Alimentos,Galletitas,Cordoba,5,50132.82
2025-09-24,Alimentos,Cafe,Mendoza,7,56452.16
2025-02-27,Alimentos,Aceite,GBA Norte,2,51426.86
2025-02-24,Juguetes,Muñeco,GBA Sur,6,78205.3
2025-07-30,Hogar,Toalla,Mendoza,8,44217.05
2025-01-20,Indumentaria,Campera,Cordoba,7,13802.89
2025-01-20,Alimentos,Fideos,Mendoza,8,22144.56
2025-05-18,Hogar,Sarten,GBA Sur,5,73747.35
2025-06-09,Hogar,Toalla,Mendoza,4,61951.83
2025-03-10,Hogar,Toalla,GBA Sur,7,24978.38
2025-11-06,Electronica,Cargador,Cordoba,7,19813.75
2025-09-06,Juguetes,Auto RC,CABA,3,46859.0
2025-02-03,Hogar,Vela,Cordoba,1,13072.83
2025-03-30,Indumentaria,Pantalon,CABA,8,23204.63
2025-01-26,Hogar,Lampara,GBA Sur,8,33783.32
2025-09-16,Alimentos,Cafe,Mendoza,6,3720.12
2025-09-08,Juguetes,Pelota,GBA Norte,8,86486.31
2025-10-28,Juguetes,Auto RC,GBA Sur,5,15552.71
2025-12-19,Electronica,Mouse,CABA,3,35404.34
2025-10-20,Indumentaria,Pantalon,Mendoza,4,21034.97
2025-05-18,Alimentos,Galletitas,CABA,1,77952.06
2025-08-31,Indumentaria,Pantalon,Rosario,4,72276.97
2025-05-10,Juguetes,Auto RC,Mendoza,5,87065.18
2025-08-05,Alimentos,Fideos,Cordoba,8,23427.89
2025-06-04,Juguetes,Cartas,Cordoba,1,53019.36
2025-09-19,Hogar,Vela,Mendoza,5,53845.76
2025-06-02,Electronica,Teclado,CABA,5,30929.25
2025-11-24,Hogar,Almohada,GBA Sur,5,59394.64
2025-04-07,Indumentaria,Medias,GBA Norte,7,81072.15
2025-12-05,Hogar,Lampara,Mendoza,8,3265.52
2025-06-01,Hogar,Toalla,Cordoba,1,35556.47
2025-10-26,Juguetes,Rompecabezas,GBA Sur,4,65662.94
2025-12-18,Juguetes,Pelota,Mendoza,5,32906.24
2025-03-29,Juguetes,Rompecabezas,GBA Sur,3,9686.67
2025-05-13,Juguetes,Rompecabezas,Mendoza,2,81063.61
2025-04-24,Hogar,Lampara,Mendoza,7,78557.47
2025-06-19,Hogar,Almohada,Rosario,2,27170.55
2025-08-29,Electronica,Parlante,Rosario,2,85042.79
2025-08-30,Indumentaria,Medias,CABA,7,78207.3
2025-09-29,Hogar,Toalla,CABA,3,78505.57
2025-03-12,Indumentaria,Campera,Cordoba,8,88860.05
2025-03-15,Hogar,Lampara,CABA,3,44394.7
2025-06-10,Electronica,Auriculares,Cordoba,3,25343.98
2025-10-23,Indumentaria,Zapatillas,CABA,7,12517.13
2025-11-21,Alimentos,Yerba,Cordoba,7,86914.18
2025-01-03,Electronica,Parlante,GBA Norte,1,66028.66
2025-06-14,Juguetes,Rompecabezas,CABA,4,61230.58
2025-04-26,Hogar,Almohada,GBA Norte,5,10141.03
2025-03-27,Electronica,Auriculares,GBA Sur,8,85413.24
2025-09-24,Juguetes,Cartas,GBA Sur,3,39596.21
2025-06-25,Alimentos,Fideos,GBA Norte,7,15674.63
2025-01-10,Indumentaria,Pantalon,Mendoza,4,88654.28
2025-01-12,Juguetes,Cartas,GBA Norte,1,11961.42
2025-07-12,Hogar,Vela,Rosario,1,5324.24
2025-12-05,Electronica,Auriculares,CABA,7,62387.73
2025-08-16,Alimentos,Cafe,Rosario,3,23493.71
2025-04-16,Electronica,Mouse,Cordoba,5,59888.15
2025-11-15,Juguetes,Rompecabezas,Cordoba,2,74928.09
2025-09-19,Juguetes,Muñeco,GBA Sur,2,11147.12
2025-09-12,Indumentaria,Medias,GBA Norte,4,70238.34
2025-07-03,Alimentos,Fideos,GBA Norte,8,4507.11
2025-04-17,Alimentos,Fideos,GBA Norte,2,1243.68
2025-02-26,Juguetes,Pelota,GBA Norte,2,85500.7
2025-02-21,Hogar,Lampara,Cordoba,5,88991.27
2025-05-16,Alimentos,Cafe,CABA,1,73372.88
2025-05-29,Hogar,Almohada,Cordoba,2,66730.08
2025-01-24,Electronica,Cargador,Mendoza,6,58600.68
2025-07-03,Alimentos,Galletitas,GBA Sur,2,79184.32
2025-07-10,Hogar,Lampara,CABA,8,36669.2
2025-05-20,Alimentos,Yerba,Cordoba,3,58747.34
2025-02-27,Indumentaria,Remera,GBA Norte,8,10230.47
2025-10-19,Alimentos,Aceite,Rosario,6,34797.82
2025-11-10,Electronica,Cargador,Cordoba,2,82915.42
2025-07-30,Alimentos,Cafe,CABA,6,24283.55
2025-01-07,Juguetes,Cartas,Mendoza,6,51286.09
2025-09-23,Juguetes,Cartas,CABA,4,39523.46
2025-09-04,Hogar,Toalla,GBA Norte,1,75673.94
2025-01-06,Indumentaria,Medias,Cordoba,3,76816.53
2025-02-08,Alimentos,Fideos,GBA Norte,5,30449.64
2025-01-26,Juguetes,Rompecabezas,Rosario,7,58255.24
2025-05-01,Electronica,Teclado,Cordoba,8,72312.25
2025-02-15,Alimentos,Yerba,GBA Sur,8,11564.91
2025-12-01,Electronica,Auriculares,Cordoba,1,37698.13
2025-02-16,Juguetes,Cartas,Mendoza,4,28109.22
2025-12-02,Alimentos,Fideos,GBA Sur,4,74452.68
2025-08-21,Hogar,Vela,Rosario,6,54395.65
2025-08-20,Electronica,Auriculares,Mendoza,6,20735.49
2025-07-01,Hogar,Vela,Rosario,2,34276.24
2025-01-24,Indumentaria,Zapatillas,GBA Norte,7,74143.64
2025-02-24,Hogar,Vela,GBA Norte,7,17691.36
2025-04-21,Alimentos,Aceite,Mendoza,7,31076.09
2025-01-24,Juguetes,Muñeco,Cordoba,3,41707.52
2025-09-13,Electronica,Parlante,Mendoza,7,5322.87
2025-10-27,Alimentos,Galletitas,GBA Norte,3,62571.78
2025-03-07,Electronica,Teclado,Mendoza,6,54448.6
2025-09-16,Alimentos,Yerba,Rosario,4,82516.01
2025-05-21,Alimentos,Fideos,GBA Sur,3,41303.27
2025-03-12,Alimentos,Galletitas,Mendoza,5,79892.88
2025-12-26,Juguetes,Auto RC,Mendoza,4,66576.86
2025-04-13,Indumentaria,Medias,Mendoza,6,26861.58
2025-12-11,Indumentaria,Pantalon,Rosario,6,49281.74
2025-12-30,Electronica,Mouse,Rosario,7,43752.92
2025-12-12,Juguetes,Auto RC,Cordoba,2,72939.13
2025-01-13,Alimentos,Aceite,CABA,4,60652.62
2025-05-17,Indumentaria,Campera,Mendoza,1,23299.93
2025-12-20,Hogar,Lampara,Rosario,8,3875.27
2025-02-22,Juguetes,Cartas,GBA Norte,7,67074.73
2025-05-02,Juguetes,Auto RC,Mendoza,7,60139.93
2025-07-18,Alimentos,Fideos,Rosario,5,5788.4
2025-04-14,Juguetes,Pelota,GBA Norte,6,82122.29
2025-10-29,Juguetes,Cartas,GBA Norte,4,70077.06
2025-05-31,Alimentos,Aceite,Mendoza,3,7627.74
2025-09-21,Electronica,Teclado,CABA,5,39137.2
2025-03-08,Indumentaria,Medias,GBA Sur,8,1502.42
2025-12-30,Indumentaria,Remera,GBA Norte,1,83647.91
2025-11-17,Juguetes,Auto RC,Cordoba,6,71301.83
2025-02-07,Hogar,Vela,GBA Norte,2,86171.91
2025-09-16,Indumentaria,Zapatillas,Rosario,2,48796.2
2025-06-28,Indumentaria,Pantalon,Mendoza,6,30537.63
2025-05-31,Indumentaria,Medias,Rosario,1,43262.29
2025-02-28,Hogar,Toalla,GBA Norte,4,81500.18
2025-01-21,Hogar,Toalla,CABA,5,35342.96
2025-01-13,Juguetes,Auto RC,Rosario,8,72450.69
2025-09-07,Electronica,Mouse,Mendoza,2,18133.6
2025-02-19,Indumentaria,Medias,Rosario,2,1652.42
2025-04-18,Indumentaria,Zapatillas,CABA,7,19296.58
2025-11-28,Electronica,Cargador,CABA,6,41871.05
2025-01-20,Electronica,Auriculares,CABA,5,16841.3
2025-10-13,Electronica,Parlante,GBA Norte,7,82077.81
2025-07-18,Alimentos,Yerba,Cordoba,7,29159.98
2025-12-11,Electronica,Parlante,CABA,2,58086.62
2025-10-27,Electronica,Auriculares,GBA Sur,2,83596.25
2025-05-29,Hogar,Vela,CABA,8,26055.05
2025-07-15,Alimentos,Cafe,Cordoba,4,14912.79
2025-03-11,Alimentos,Galletitas,GBA Sur,3,86451.95
2025-06-02,Hogar,Sarten,Rosario,3,78854.26
2025-03-05,Electronica,Auriculares,Rosario,2,54102.28
2025-06-06,Indumentaria,Campera,GBA Norte,3,37726.25
2025-03-24,Indumentaria,Pantalon,Rosario,4,75292.6
2025-02-28,Indumentaria,Medias,CABA,8,76773.51
2025-11-27,Juguetes,Muñeco,GBA Sur,5,60779.99
2025-02-20,Indumentaria,Medias,Cordoba,6,85687.05
2025-03-07,Indumentaria,Remera,GBA Sur,4,56136.9
2025-06-12,Alimentos,Yerba,GBA Sur,5,55854.48
2025-12-22,Juguetes,Rompecabezas,Rosario,6,51450.71
2025-08-08,Indumentaria,Remera,GBA Sur,4,22909.59
2025-12-31,Alimentos,Fideos,GBA Sur,6,12953.22
2025-09-03,Alimentos,Yerba,GBA Sur,8,69954.26
2025-10-10,Electronica,Cargador,Mendoza,5,54989.86
2025-03-13,Juguetes,Rompecabezas,GBA Sur,2,66285.47
2025-02-08,Electronica,Parlante,Mendoza,7,3776.29
2025-10-30,Indumentaria,Remera,Rosario,8,24194.85
2025-12-01,Indumentaria,Campera,Cordoba,5,20874.29
2025-03-10,Alimentos,Galletitas,Rosario,6,9059.31
2025-09-15,Electronica,Cargador,Rosario,3,61890.39
2025-08-17,Indumentaria,Pantalon,Rosario,3,85435.35
2025-09-05,Hogar,Sarten,GBA Norte,4,68771.04
2025-02-02,Hogar,Almohada,GBA Norte,4,4809.95
2025-09-23,Hogar,Toalla,Cordoba,1,82693.27
2025-01-21,Hogar,Sarten,Mendoza,5,87191.28
2025-05-15,Juguetes,Cartas,Rosario,7,16472.63
2025-07-07,Juguetes,Muñeco,Rosario,4,23391.19
2025-09-22,Alimentos,Fideos,GBA Sur,8,44330.68
2025-11-06,Electronica,Parlante,GBA Norte,4,40150.98
2025-02-09,Juguetes,Auto RC,GBA Norte,3,14371.4
2025-07-05,Juguetes,Muñeco,Mendoza,6,21500.82
2025-02-28,Alimentos,Yerba,Cordoba,3,19752.65
2025-11-28,Alimentos,Cafe,GBA Norte,3,4839.85
2025-03-10,Juguetes,Muñeco,Rosario,3,14070.99
2025-05-13,Indumentaria,Medias,Cordoba,1,54342.82
2025-12-05,Hogar,Sarten,GBA Norte,8,40979.1
2025-09-04,Indumentaria,Pantalon,Cordoba,3,54474.65
2025-11-16,Juguetes,Auto RC,GBA Norte,6,65452.63
2025-08-21,Juguetes,Cartas,CABA,7,21453.43
2025-03-09,Electronica,Auriculares,GBA Norte,7,47521.31
2025-03-18,Juguetes,Muñeco,GBA Norte,1,43352.36
2025-09-30,Juguetes,Muñeco,CABA,3,43919.44
2025-11-05,Juguetes,Muñeco,Mendoza,7,58781.62
2025-07-09,Electronica,Parlante,Cordoba,8,21424.28
2025-07-15,Hogar,Vela,Mendoza,2,81799.44
2025-08-06,Indumentaria,Campera,Cordoba,2,69161.44
2025-05-26,Juguetes,Cartas,Cordoba,1,23944.64
2025-12-30,Electronica,Parlante,Rosario,1,11486.75
2025-07-12,Indumentaria,Campera,Cordoba,3,33242.01
2025-08-07,Juguetes,Auto RC,GBA Sur,7,77092.95
2025-10-17,Hogar,Vela,GBA Sur,7,89270.08
2025-04-15,Alimentos,Galletitas,Rosario,6,43939.63
2025-10-14,Juguetes,Pelota,GBA Sur,6,88977.24
2025-12-28,Alimentos,Aceite,Mendoza,4,11598.63
2025-08-17,Indumentaria,Remera,GBA Norte,6,46242.58
2025-10-09,Juguetes,Muñeco,GBA Norte,1,35630.23
2025-02-16,Indumentaria,Zapatillas,Rosario,2,39748.59
2025-05-15,Indumentaria,Campera,CABA,7,55203.57
2025-07-25,Juguetes,Cartas,GBA Sur,1,64332.92
2025-03-31,Alimentos,Yerba,CABA,5,18951.94
2025-04-10,Electronica,Parlante,Rosario,4,46907.41
2025-11-11,Indumentaria,Remera,GBA Sur,1,22293.84
2025-03-22,Electronica,Mouse,Cordoba,7,32428.36
2025-07-27,Juguetes,Rompecabezas,Rosario,2,2367.62
2025-02-16,Juguetes,Auto RC,Mendoza,6,74849.07
2025-06-27,Hogar,Lampara,Rosario,8,86712.09
2025-07-26,Juguetes,Muñeco,GBA Sur,2,16578.1
2025-10-14,Electronica,Parlante,GBA Sur,2,31256.96
2025-09-20,Hogar,Vela,Rosario,8,23262.59
2025-07-13,Juguetes,Pelota,GBA Norte,8,68415.12
2025-12-15,Alimentos,Galletitas,CABA,5,43895.34
2025-02-04,Alimentos,Aceite,Mendoza,6,63404.67
2025-07-31,Hogar,Vela,Rosario,5,1865.36
2025-05-08,Hogar,Sarten,Cordoba,6,60959.11
2025-02-08,Juguetes,Rompecabezas,Cordoba,4,28934.68
2025-10-21,Hogar,Lampara,Mendoza,4,61796.55
2025-09-13,Indumentaria,Pantalon,Mendoza,5,22543.03
2025-04-16,Indumentaria,Pantalon,GBA Norte,6,75433.79
2025-03-21,Electronica,Auriculares,CABA,8,61147.28
2025-11-11,Electronica,Parlante,CABA,6,76472.94
2025-11-14,Hogar,Toalla,Rosario,8,78320.43
2025-04-04,Juguetes,Auto RC,Cordoba,3,20766.26
2025-01-28,Juguetes,Pelota,Cordoba,1,84629.24
2025-09-15,Hogar,Toalla,Mendoza,8,70055.45
2025-03-03,Juguetes,Pelota,GBA Sur,1,62339.74
2025-12-12,Indumentaria,Zapatillas,Rosario,6,9966.56
2025-11-10,Hogar,Lampara,Rosario,5,24393.56
2025-08-30,Juguetes,Auto RC,GBA Sur,7,17368.32
2025-04-18,Alimentos,Fideos,GBA Sur,5,77035.02
2025-08-19,Indumentaria,Medias,GBA Norte,4,88155.25
2025-02-21,Hogar,Lampara,Rosario,7,39467.47
2025-04-11,Indumentaria,Pantalon,Cordoba,3,72704.48
2025-08-04,Alimentos,Aceite,Mendoza,6,47013.62
2025-09-07,Hogar,Almohada,Rosario,1,77406.68
2025-07-23,Electronica,Cargador,CABA,5,20176.59
2025-09-01,Electronica,Teclado,Mendoza,6,30784.43
2025-07-04,Juguetes,Cartas,GBA Sur,7,31628.48
2025-03-04,Hogar,Vela,GBA Norte,3,52339.98
2025-05-26,Hogar,Almohada,Mendoza,8,46429.56
2025-02-10,Alimentos,Galletitas,GBA Sur,3,42273.94
2025-03-27,Hogar,Toalla,Mendoza,7,55495.6
2025-02-06,Electronica,Cargador,GBA Sur,6,21311.4
2025-12-01,Hogar,Almohada,Rosario,5,58373.34
2025-08-16,Hogar,Vela,Rosario,7,86931.82
2025-03-27,Indumentaria,Remera,GBA Norte,5,65771.75
2025-12-25,Electronica,Cargador,GBA Norte,2,36337.06
2025-02-02,Alimentos,Galletitas,CABA,7,3346.48
2025-09-26,Electronica,Auriculares,GBA Sur,2,56011.09
2025-12-02,Alimentos,Fideos,GBA Norte,5,23018.29
2025-08-15,Indumentaria,Pantalon,Rosario,1,75628.08
2025-01-18,Hogar,Almohada,Cordoba,5,42580.22
2025-10-08,Alimentos,Aceite,Mendoza,8,48996.59
2025-11-20,Juguetes,Pelota,Rosario,5,57941.0
2025-06-27,Alimentos,Galletitas,GBA Norte,8,72618.99
2025-06-07,Hogar,Toalla,GBA Sur,1,14858.86
2025-01-01,Juguetes,Rompecabezas,GBA Sur,1,26521.84
2025-12-19,Alimentos,Yerba,GBA Sur,7,1812.8
2025-05-30,Juguetes,Rompecabezas,CABA,4,49790.89
2025-07-30,Juguetes,Pelota,Cordoba,7,23240.75
2025-07-13,Indumentaria,Campera,CABA,4,38579.31
2025-09-22,Juguetes,Auto RC,GBA Sur,5,58712.68
2025-07-31,Indumentaria,Remera,GBA Norte,2,13159.54
2025-11-23,Alimentos,Galletitas,Cordoba,8,25219.94
2025-04-07,Hogar,Sarten,GBA Norte,1,5417.25
2025-04-06,Electronica,Mouse,GBA Sur,8,12128.49
2025-01-05,Indumentaria,Remera,GBA Norte,4,2310.51
2025-06-25,Alimentos,Fideos,Cordoba,8,89818.75
2025-12-23,Electronica,Mouse,CABA,3,76075.62
2025-01-29,Hogar,Toalla,CABA,3,49344.08
2025-04-09,Hogar,Toalla,CABA,4,11854.58
2025-07-17,Alimentos,Aceite,Mendoza,4,89513.65
2025-08-24,Electronica,Parlante,Mendoza,8,88408.31
2025-07-19,Hogar,Almohada,GBA Norte,1,56995.62
2025-10-09,Juguetes,Muñeco,GBA Sur,5,43829.43
2025-04-12,Hogar,Sarten,Mendoza,2,20383.15
2025-05-01,Alimentos,Fideos,CABA,5,15895.07
2025-10-27,Electronica,Teclado,GBA Norte,1,1794.76
2025-10-25,Alimentos,Galletitas,GBA Norte,2,34054.48
2025-05-08,Indumentaria,Zapatillas,CABA,6,62049.07
2025-11-17,Electronica,Auriculares,GBA Sur,2,58367.17
2025-03-06,Alimentos,Aceite,GBA Sur,6,88369.14
2025-08-13,Indumentaria,Remera,Mendoza,3,34621.44
